"",0.300
221.2917,3.8036E+002
221.3333,3.8370E+002
221.3750,3.9274E+002
221.4167,4.2077E+002
221.4583,3.2460E+002
221.5000,3.1303E+002
221.5417,2.7740E+002
221.5833,2.9268E+002
221.6250,2.9136E+002
221.6667,2.8064E+002
221.7083,2.7926E+002
221.7500,4.5038E+002
221.7917,4.3232E+002
221.8333,4.2210E+002
221.8750,4.1466E+002
221.9167,4.0748E+002
221.9583,4.0255E+002
222.0000,3.9489E+002
222.0417,3.9501E+002
222.0833,3.9024E+002
222.1250,3.8844E+002
222.1667,3.8699E+002
222.2083,3.8279E+002
222.2500,3.8224E+002
222.2917,3.8444E+002
222.3333,3.9140E+002
222.3750,4.0519E+002
222.4167,4.3389E+002
222.4583,3.8336E+002
222.5000,4.5249E+002
222.5417,2.9909E+002
222.5833,3.4390E+002
222.6250,2.9470E+002
222.6667,3.4605E+002
222.7083,4.1913E+002
222.7500,4.5374E+002
222.7917,4.3644E+002
222.8333,4.2829E+002
222.8750,4.1968E+002
222.9167,4.1294E+002
222.9583,4.1305E+002
223.0000,4.0769E+002
223.0417,3.9841E+002
223.0833,3.9478E+002
223.1250,3.9091E+002
223.1667,3.8804E+002
223.2083,3.8603E+002
223.2500,3.8381E+002
223.2917,3.8565E+002
223.3333,3.9164E+002
223.3750,4.0365E+002
223.4167,4.2826E+002
223.4583,3.2265E+002
223.5000,3.0670E+002
223.5417,2.6982E+002
223.5833,3.1302E+002
223.6250,2.8588E+002
223.6667,2.8576E+002
223.7083,3.3447E+002
223.7500,4.4234E+002
223.7917,4.3388E+002
223.8333,4.2487E+002
223.8750,4.1398E+002
223.9167,4.0950E+002
223.9583,4.0491E+002
224.0000,3.9950E+002
224.0417,3.9999E+002
224.0833,3.9840E+002
224.1250,3.9899E+002
224.1667,3.9503E+002
224.2083,3.9043E+002
224.2500,3.8686E+002
224.2917,3.8733E+002
224.3333,3.9167E+002
224.3750,4.0123E+002
224.4167,4.2543E+002
224.4583,3.2155E+002
224.5000,3.0505E+002
224.5417,2.7288E+002
224.5833,2.9043E+002
224.6250,2.8512E+002
224.6667,3.7751E+002
224.7083,4.6096E+002
224.7500,4.2173E+002
224.7917,4.3296E+002
224.8333,4.2303E+002
