"",0.300
209.5069,-5.9770E+001
209.5139,-8.3868E+001
209.5208,-1.0045E+002
209.5278,-6.7690E+001
209.5347,-5.5922E+001
209.5417,-3.8945E+001
209.5486,-6.5908E+001
209.5556,-3.6514E+001
209.5625,-8.7058E+001
209.5694,-9.8394E+001
209.5764,-7.1245E+001
209.5833,-1.3096E+002
209.5903,-1.0285E+002
209.5972,-1.1282E+002
209.6042,-8.2053E+001
209.6111,-5.6019E+001
209.6181,-8.2798E+001
209.6250,-1.0716E+002
209.6319,-1.5660E+002
209.6389,-8.3860E+001
209.6458,-1.5505E+002
209.6528,-1.1329E+002
209.6597,-1.7839E+002
209.6667,-1.0517E+002
209.6736,-1.3798E+002
209.6806,-1.8433E+002
209.6875,-1.3981E+002
209.6944,-1.0447E+002
209.7014,-1.5495E+002
209.7083,-8.6530E+001
209.7153,-9.2467E+001
209.7222,-1.5818E+002
209.7292,-1.3032E+002
209.7361,-1.1435E+002
209.7431,-1.0051E+002
209.7500,-7.0963E+001
209.7569,-8.1061E+001
209.7639,-4.6778E+001
209.7708,-1.5912E+002
209.7778,-1.2714E+002
209.7847,-1.5607E+002
209.7917,-1.1367E+002
209.7986,-9.2920E+001
209.8056,-5.9514E+001
209.8125,-6.8568E+001
209.8194,-7.7087E+001
209.8264,-6.0869E+001
209.8333,-9.9992E+001
209.8403,-7.4884E+001
209.8472,-9.1336E+001
209.8542,-8.7691E+001
209.8611,-9.7417E+001
209.8681,-8.4651E+001
209.8750,-1.0174E+002
209.8819,-9.5458E+001
209.8889,-9.9343E+001
209.8958,-1.0091E+002
209.9028,-9.1311E+001
209.9097,-8.2118E+001
209.9167,-9.4601E+001
