"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
205.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2021E-005,9.4881E-005,1.8763E-004,5.3804E-004,1.3612E-003,1.3612E-003
205.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5223E-005,1.3215E-004,1.9703E-004,3.4843E-004,7.0995E-004,7.0995E-004
205.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5431E-004,1.2468E-004,1.1742E-004,1.2147E-004,1.3993E-004,1.3993E-004
205.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6265E-004,1.2182E-004,1.0964E-004,1.0971E-004,1.2226E-004,1.2226E-004
205.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3082E-004,1.1129E-004,1.1187E-004,1.2776E-004,1.6439E-004,1.6439E-004
205.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3515E-004,9.2093E-005,7.4596E-005,6.4001E-005,5.4744E-005,5.4744E-005
205.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8347E-006,-2.8775E-005,-5.7096E-005,-9.4197E-005,-1.4380E-004,-1.4380E-004
205.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7754E-005,6.3998E-006,-8.9384E-007,-9.1356E-006,-2.2163E-005,-2.2163E-005
205.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.3498E-006,-1.1144E-005,-1.2988E-005,-1.4338E-005,-1.6198E-005,-1.6198E-005
205.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.6286E-005,-8.2660E-005,-7.7159E-005,-7.7259E-005,-8.3136E-005,-8.3136E-005
205.9167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.6521E-005,-6.7558E-005,-7.1535E-005,-7.6269E-005,-8.4159E-005,-8.4159E-005
205.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1428E-004,-1.3110E-004,-1.4335E-004,-1.6326E-004,-1.9839E-004,-1.9839E-004
206.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1742E-005,-4.4787E-005,-4.1261E-005,-3.6831E-005,-3.3209E-005,-3.3209E-005
206.0417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0390E-004,-1.0482E-004,-1.0005E-004,-1.0223E-004,-1.1312E-004,-1.1312E-004
206.0833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.2709E-005,-1.0785E-004,-1.1688E-004,-1.3228E-004,-1.5861E-004,-1.5861E-004
206.1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.3545E-005,-7.9119E-005,-8.3179E-005,-9.6615E-005,-1.1191E-004,-1.1191E-004
206.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1721E-004,-2.8757E-004,-3.7471E-004,-4.8656E-004,-6.4161E-004,-6.4161E-004
206.2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.0120E-005,-1.1294E-004,-1.9673E-004,-2.3935E-004,-2.8156E-004,-2.8156E-004
206.2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0264E-003,-1.1209E-003,-1.0498E-003,-9.7297E-004,-1.1430E-003,-1.1430E-003
206.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0493E-003,-1.7153E-003,-1.5455E-003,-1.7445E-003,-2.9946E-003,-2.9946E-003
206.3333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1408E-004,-5.4806E-004,-8.1789E-004,-6.2978E-004,-5.5489E-004,-5.5489E-004
206.3750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8406E-004,2.2289E-004,2.5815E-004,4.7393E-004,8.0909E-004,8.0909E-004
206.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1311E-003,2.8786E-003,1.5245E-003,8.3160E-004,3.0653E-004,3.0653E-004
206.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4371E-003,4.3497E-003,1.9396E-003,1.3060E-003,1.1715E-003,1.1715E-003
206.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9165E-004,2.6331E-004,2.5816E-004,2.5784E-004,2.7571E-004,2.7571E-004
206.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5834E-005,8.9298E-005,1.0021E-004,1.1843E-004,1.4581E-004,1.4581E-004
206.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9749E-005,8.3541E-005,1.1708E-004,1.7838E-004,2.9503E-004,2.9503E-004
206.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3151E-005,8.2430E-005,8.2125E-005,8.9423E-005,1.0700E-004,1.0700E-004
206.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6140E-004,1.7879E-004,2.2855E-004,2.9880E-004,3.9461E-004,3.9461E-004
206.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1747E-005,4.6475E-005,5.4185E-005,6.5230E-005,8.0535E-005,8.0535E-005
