"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
205.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.3583E-009,-1.2303E-008,-1.6496E-008,-2.1269E-008,-2.6517E-008,-1.6156E-027
205.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4859E-008,-1.9272E-008,-2.2309E-008,-2.2128E-008,-1.8583E-008,0.0000E+000
205.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0652E-010,4.4987E-009,9.4318E-009,1.4550E-008,1.9693E-008,0.0000E+000
205.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0456E-009,-6.2678E-010,1.1386E-010,1.2925E-009,3.0549E-009,0.0000E+000
205.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4016E-010,2.0209E-009,3.3455E-009,4.4608E-009,5.3457E-009,-4.0390E-028
205.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9487E-008,3.3593E-008,5.0069E-008,7.3923E-008,1.0581E-007,0.0000E+000
205.9167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7813E-009,1.4701E-008,2.0185E-008,2.4237E-008,2.6962E-008,0.0000E+000
205.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4684E-008,2.7756E-008,4.0462E-008,5.3246E-008,6.6245E-008,0.0000E+000
206.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6112E-009,7.4621E-009,8.2477E-009,7.6943E-009,6.6871E-009,0.0000E+000
206.0417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3638E-008,2.4522E-008,3.5246E-008,4.8079E-008,6.5818E-008,0.0000E+000
206.0833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2443E-009,1.6160E-008,2.3829E-008,3.0978E-008,3.6840E-008,0.0000E+000
