"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
203.4722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3064E-005,1.2922E-005,9.0009E-006,7.4443E-006,7.2448E-006,7.8531E-006
203.4792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5280E-005,7.9728E-006,5.4847E-006,4.5444E-006,4.4731E-006,4.7020E-006
203.4861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3825E-005,7.3664E-006,4.9611E-006,3.9595E-006,3.7337E-006,3.8796E-006
203.4931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9679E-006,5.0887E-006,3.2081E-006,2.3656E-006,2.1199E-006,2.2692E-006
203.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2735E-005,7.6742E-006,5.7485E-006,5.0372E-006,4.9951E-006,5.0692E-006
203.5069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6500E-005,1.6464E-005,1.2029E-005,1.0090E-005,9.5551E-006,9.9105E-006
203.5139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8039E-005,2.9590E-005,2.1608E-005,1.8022E-005,1.7083E-005,1.7994E-005
203.5208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1138E-005,3.5970E-005,2.5685E-005,2.1300E-005,2.0294E-005,2.1042E-005
203.5278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6358E-005,3.0440E-005,2.0353E-005,1.6152E-005,1.5384E-005,1.6588E-005
203.5347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4848E-005,2.3571E-005,1.5685E-005,1.2375E-005,1.1636E-005,1.2275E-005
203.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1878E-005,2.9299E-005,2.0415E-005,1.6638E-005,1.5670E-005,1.6165E-005
203.5486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2748E-005,2.9104E-005,1.9698E-005,1.5709E-005,1.4802E-005,1.5764E-005
203.5556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6414E-005,2.4906E-005,1.6706E-005,1.3217E-005,1.2414E-005,1.3176E-005
203.5625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8887E-005,6.0027E-005,4.3706E-005,3.6687E-005,3.4699E-005,3.5279E-005
203.5694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1376E-004,6.3918E-005,4.5826E-005,3.9261E-005,3.8859E-005,4.2273E-005
203.5764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2089E-005,1.3918E-005,8.5187E-006,6.3688E-006,6.1890E-006,6.9613E-006
203.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8639E-005,4.7099E-005,4.8959E-005,6.6080E-005,1.0937E-004,1.0943E-004
203.5903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8689E-004,7.9908E-005,4.5146E-005,3.4925E-005,3.5523E-005,4.2323E-005
203.5972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2758E-004,6.5076E-005,4.0709E-005,2.9497E-005,2.5400E-005,2.6456E-005
203.6042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0888E-005,1.1016E-005,5.8667E-006,4.2362E-006,4.4345E-006,5.3040E-006
203.6111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9884E-005,3.0805E-005,2.9099E-005,3.7370E-005,6.2246E-005,6.2295E-005
203.6181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4231E-004,5.1388E-005,2.7212E-005,2.0882E-005,2.1094E-005,2.4889E-005
