par_id,rmse,nse,r,bias,mae,nmae
p054,3.06475607921749,0.775372183046658,0.97673409867181,-2.67434427200321,2.75975566555682,0.471081747071045
p055,3.70866977866178,0.671066552605377,0.978020063678136,-3.40947528221927,3.42362187194763,0.55098422914064
p056,4.11117474301613,0.595793233627623,0.970209505319438,-3.80068477135966,3.80427130332373,0.569158409501526
p057,3.47497859696389,0.711214107179327,0.970075615339953,-3.09138534772014,3.16716960639837,0.504690877857641
p058,4.09168137923806,0.599617283853024,0.974602498388118,-3.81864218651938,3.82240994663046,0.583914672915852
p059,4.11484886242913,0.595070438985219,0.973881288132269,-3.83909739414287,3.84186173317009,0.583188493087047
p060,3.83075821256482,0.649053279251804,0.977142700367146,-3.5461037903065,3.55524258741779,0.562173487890625
p061,3.76389209181682,0.661197946383392,0.965986401933607,-3.37160021151079,3.43769118038897,0.52680204753421
p062,4.53687097742373,0.507751316341874,0.967790072064728,-4.23307180000157,4.23383303474154,0.613038732523157
p063,3.0860181900403,0.772244607042343,0.971793745172411,-2.64923991359994,2.78171396692775,0.470216338201658
p064,4.10808312518065,0.59640093485881,0.968509890955516,-3.77945913248968,3.78634382957419,0.56437790590668
p065,3.64521921446038,0.682225526566462,0.978475825171102,-3.33949802306208,3.35649352904545,0.544621806126206
p066,4.17114758988278,0.583914271451643,0.96663972423723,-3.82775196089364,3.8380666151256,0.567110813546174
p067,3.06918103444181,0.774723070646348,0.978589175773075,-2.68949317513763,2.75581276983976,0.473368901140398
p068,3.32188833723165,0.736098556446374,0.973189666482948,-2.94862609584491,3.0208099910054,0.493260306625216
p069,3.66076003068732,0.679510188143504,0.964830603823531,-3.24118293195865,3.331870535917,0.516831186494101
p070,3.7655681837216,0.660896136553229,0.977644745256134,-3.4738860293579,3.48547270054902,0.556371449754533
p071,3.22310337353492,0.751560769443073,0.977340663399083,-2.86909890710836,2.91704931728956,0.487866913275746
p072,3.10432753946419,0.769534043928267,0.980074834127314,-2.72942630718155,2.78858547830519,0.480819752716365
p073,3.38459479794221,0.726041316033629,0.971723613479338,-3.00565978623881,3.08123037026302,0.497837563222046
p074,4.30063025358712,0.557680671599532,0.972727149585146,-4.02767698641629,4.03035089398064,0.60381257116333
p075,4.25804837847475,0.566396390349239,0.968730510425749,-3.94408982288032,3.94655952284762,0.581978815356782
p076,2.99095788623083,0.786059846938152,0.975531144698886,-2.57123109310583,2.68790065982042,0.463303459685279
p077,3.14066876149151,0.764106499107428,0.979896294070563,-2.77403572273403,2.82755268915323,0.48464938357233
p078,3.44231117175335,0.716618197269775,0.976277410206727,-3.11543044363433,3.13946063844328,0.509615308111169
p079,3.76472294679545,0.661048353124448,0.96668783418454,-3.38073273203526,3.4413459404674,0.527635353007286
p080,2.99774316102309,0.785088058381928,0.97443770262592,-2.56930465507439,2.69579777995228,0.463264366594594
p081,2.88664482735377,0.800722434352154,0.973471379777222,-2.41534295990013,2.57930056428198,0.45205012456706
p082,4.40783515120344,0.535353795445572,0.970793110333791,-4.12571493297558,4.12708374723083,0.608532205637029
p083,3.60247673892996,0.689634044625691,0.974904783952787,-3.2855619787897,3.30057084266645,0.524099184959198
p084,2.91457527079562,0.796847459575708,0.977397611855253,-2.48932932279149,2.60432008416065,0.456466183106926
p085,4.26093541264247,0.565808208766403,0.968846642744396,-3.94841715100861,3.95073590853478,0.582657918275631
p086,3.15356090925339,0.762165883291926,0.971731450936162,-2.73132409353793,2.85030537408324,0.476550813564754
p087,3.02109427015692,0.781726877901072,0.97191495605574,-2.5693473849835,2.71544624628321,0.464423295962485
p088,3.65733695785219,0.680109269779495,0.976621914363936,-3.35930742069465,3.36870832163481,0.53587515030581
p089,3.14518053577289,0.763428259676238,0.976818679405304,-2.77300337670575,2.84030802011722,0.47918215606382
p090,3.66948772425833,0.677980193714522,0.978070902118469,-3.37545921480822,3.38804888233149,0.544281177496298
p091,3.58240140789116,0.693083526192875,0.978862057395848,-3.26696669657158,3.28790968609456,0.53835804972501
p092,3.40297433222151,0.723057854282223,0.967873297889023,-2.98110826283,3.08894463451219,0.496695254355124
p093,3.0960020873424,0.770768553075123,0.979427173346853,-2.7214175411904,2.78012257280416,0.478076584509409
p094,3.04194117850466,0.778704119265504,0.972956422561184,-2.60815287850934,2.73935795122307,0.466870734221464
p095,3.58579434316311,0.692501882347111,0.967425006577694,-3.18708179147777,3.2685777832704,0.512387326685114
p096,3.40705507531374,0.722393254878135,0.97477794589959,-3.0637823703525,3.1050848455767,0.503021448350703
p097,3.21176214951489,0.753306073549349,0.970485310322355,-2.78663262770141,2.90578811638457,0.481053098358913
p098,3.4800502244189,0.710370543282585,0.974313727194059,-3.142835821151,3.17731403023399,0.509797237103169
p099,4.37270713046371,0.542730233932339,0.972003720271117,-4.0983641775911,4.10079745899014,0.610614955186835
p100,3.87224482962761,0.641410702689573,0.976490014618744,-3.59286764622651,3.5993131419803,0.563529374412295
