time,30 cm,25 cm,20 cm,15 cm,10 cm,5 cm,air
27/05/2021 03:45,12.84673875,12.4679666415196,12.2462894766981,NaN,12.2210436199494,12.2277872201368,12.2065147217356
27/05/2021 03:55,12.8314361749357,12.4402742832111,12.2203291697817,NaN,12.2005103399317,12.2038677198082,12.1929675565573
27/05/2021 04:05,12.816607549752,12.4181772663303,12.2069678460356,NaN,12.1808797598266,12.1846751598032,12.1748183751711
27/05/2021 04:15,12.8033141499428,12.3987023415879,12.17801548335,NaN,12.1632750199279,12.165303579888,12.1501661797744
27/05/2021 04:25,12.7907037248091,12.3840561581506,12.167858079838,NaN,12.1411149997037,12.1486684597958,12.1346806010287
27/05/2021 04:35,12.77889315,12.3595732248751,12.1447174633835,NaN,12.1225125199453,12.1249062197834,12.1036062700137
27/05/2021 04:45,12.767495274781,12.3337180330064,12.1106555163123,NaN,12.1065399797606,12.1095349999011,12.0873882980344
27/05/2021 04:55,12.75346865,12.3091162332114,12.0902422233647,NaN,12.0884066399389,12.0952586998722,12.0882280266615
27/05/2021 05:05,12.7393819499515,12.2948460248732,12.0797128166428,NaN,12.0700493999524,12.0744160997238,12.0683814428057
27/05/2021 05:15,12.72639565,12.2659742331749,12.0536082200432,NaN,12.054263659983,12.0445297200623,12.0500464666986
27/05/2021 05:25,12.7133280999347,12.2451232832596,12.0325696366315,NaN,12.0368994399157,12.0231628598927,12.0272677382653
27/05/2021 05:35,12.7013839998315,12.2396656749647,12.0312684533054,NaN,12.0145305597635,12.0072239398341,12.0030200913879
27/05/2021 05:45,12.6924525249725,12.2433974667228,12.0255764300035,NaN,11.9973437599392,11.9879622399,11.9698841315674
27/05/2021 05:55,12.6847125998538,12.2539016500947,12.0165051565698,NaN,11.9825451597807,11.9782828199786,11.9555834427175
27/05/2021 06:05,12.676096325,12.2573818166645,12.0043653500126,NaN,11.9699388199754,11.9702636200023,11.9532368216282
27/05/2021 06:15,12.6669509748357,12.2538827499177,11.992647019843,NaN,11.9597958798805,11.9632212799732,11.9593571317082
27/05/2021 06:25,12.6559235,12.2474807666359,11.9874426033359,NaN,11.9539364799833,11.9613982799901,11.9565729050034
27/05/2021 06:35,12.6441876499569,12.2402911666331,11.9857437333004,NaN,11.9512156399868,11.9594172199672,11.9548099933826
27/05/2021 06:45,12.633527675,12.2356289166617,11.9844202833327,NaN,11.9464230399899,11.9569543200166,11.9617205099915
